date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:14:51	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f7ede1632115afc19980d175500cd89%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/polyfills-42372ed130431b0a.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:51%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/2499.bcb962d02ee2c942.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/2499.bcb962d02ee2c942.9.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:53	10728/10728	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2016%20Aug%202021%2013:13:43%20GMT	https://static.semrush.com/wte/js/exp.min.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/wte/js/exp.min.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:53%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/1266.681ccf9c714b249b.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/1266.681ccf9c714b249b.b.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:53	15483/15483	---MCZ	200	added ('OK')	application/javascript	etag:W/%222632d5df9e7c80762b69fb83669fee71%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/2499.bcb962d02ee2c942.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/2499.bcb962d02ee2c942.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:54%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/webpack-dea7d27201f046d4.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/webpack-dea7d27201f046d4.d.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:54	8257/8257	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f9dc84238e99814fc45b90046cc8484b%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/1266.681ccf9c714b249b.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/1266.681ccf9c714b249b.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:54%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/126-0b66169476f216d9.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/126-0b66169476f216d9.f.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:54	5338/5338	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e3ed8d96a4727ba8c7db8d72c2318043%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/webpack-dea7d27201f046d4.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/webpack-dea7d27201f046d4.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:55%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/2520-0a59bc5dee36a132.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/2520-0a59bc5dee36a132.11.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:55	145371/145371	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ca6379eb335342160d85ee63d2ad4b%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/126-0b66169476f216d9.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/126-0b66169476f216d9.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:55%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/main-d8856db9bdc17de5.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/main-d8856db9bdc17de5.13.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:56	142139/142139	---MCZ	200	added ('OK')	application/javascript	etag:W/%2233b3de94dfaa0435ea5656597fe093dd%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/2520-0a59bc5dee36a132.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/2520-0a59bc5dee36a132.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:57%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/%40semcore-2078bab4874cd78c.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/@semcore-2078bab4874cd78c.15.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:58	521/521	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3030a9931339bf0b391623b89feb7d5%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/main-d8856db9bdc17de5.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/main-d8856db9bdc17de5.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:58%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/lodash-883dc892beaff10c.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/lodash-883dc892beaff10c.17.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:14:58	218454/218454	---MCZ	200	added ('OK')	application/javascript	etag:W/%2292214a1a79934096524151832924ef15%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/%40semcore-2078bab4874cd78c.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/@semcore-2078bab4874cd78c.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:15:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2010:14:59%20GMT	http://static.semrush.com/blog/blog/591b4f60/_next/static/chunks/%40flame-6e3baca8e813780b.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com/blog/blog/591b4f60/_next/static/chunks/@flame-6e3baca8e813780b.19.delayed	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
18:15:00	34623/34623	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bb23c6afd7d3c6ab99ca234f90432c33%22	https://static.semrush.com:443/blog/blog/591b4f60/_next/static/chunks/lodash-883dc892beaff10c.js	D:/CONTENT%20HUB/CONTENT%20HUB%205/static.semrush.com_443/blog/blog/591b4f60/_next/static/chunks/lodash-883dc892beaff10c.js	(from https://www.semrush.com/blog/digital-content-creation/?g_network=g&g_keyword=&g_acctid=633-384-9840&g_campaign=AA_SRCH_DSA_Blog_EN&g_keywordid=dsa-2228200449078&g_adtype=search&g_adid=676513944447&g_campaignid=18361936995&g_adgroupid=162954369508&kw=&cmp=AA_SRCH_DSA_Blog_EN&label=dsa_pagefeed&Network=g&Device=c&utm_content=676513944447&kwid=dsa-2228200449078&cmpid=18361936995&agpid=162954369508&BU=Core&extid=105279941278&adpos=&gad_source=1&gclid=EAIaIQobChMI4pqp35SBiwMVDKRmAh3k9THIEAAYBCAAEgL-4vD_BwE)
